id,label,tweet,,
791,offensive,@tizmerenee Then do it lol. Those people want everyone to cast mail in ballots because of fear of the Chinese virus. Sad but true! ,,
792,none,"U miserable bastard. Fauci didn’t lie about masks. His comment at the time was that because of a shortage of PPE including masks for front line workers, he felt that it was more important for them to get masks. His Canadian equivalent (Dr. Theresa Tam) was saying the sand thing. ",,
793,hate,@Breaking911 Fuck China. ,,
794,offensive,Against the China virus ,,
795,none,"@ACapone77 @haveacrack2 @washingtonpost More than 2K dead daily, u fuckn idiot. Not that hard to be careful and just wear a mask and not gather. These are not hard to do u spoiled, selfish piece of scum. ",,
796,offensive,"@FyCFinest @pokimanelol Honestly, fuck off. This is a global pandemic, not the common cold. Human lives should be more important to you than this. ",,
797,offensive,@josephvietnam Tell that to those who couldn’t get help immediately by checking themselves into a hospital like this asshole can simply because he’s part of the elite. I’m not some Christian. I can judge anybody I want. My colleague has heart failure as a result of delayed covid care. Fuck off ,,
798,none,"@sarahcpr Before Trump got elected, we did not know how bad this shit was going to get. Now we have a fucking pandemic ",,
799,none,Whose this bitch? ,,
800,none,I don’t fuck with Kevin Stitt at all. Fuck a mask mandate. Fuck the hypocrisy behind it. Fuck the fear mongering news media. 1% of death rate. Y’all killing your immune system doing all this mess. ,,
801,offensive,"Dude is reading this list of programs like he's never seen it before. Farm programs? Tax... stuff. Hospitals, farms and China virus. ",,
802,none,This dumbass can’t even wear a mask correctly ,,
803,offensive,Canada trends 🇨🇦 follow @seefinish for insight (Top 10) Drake China Virus RIP Jack Ronaldo lydia CanadaChildBenefit JuveLazio ScheerStupidity dybala fundalbertaschools View Google searches trend insight 👇 ,,
804,none,You are such a loser. Your state is drowning with Covid and you have magical thinking. You should be voted out. ,,
805,none,The pandemic showed how selfish people are 🤷‍♂️ idiots ,,
806,none,@TomBrady now where the fuck was your mask ,,
807,offensive,@LeoVaradkar Leo any chance you can grow a set. 1. Vaccine 2. Nolan couldn't model anything. Such an imbecile. 3. Let us have our fucking lives back you c**t. The pandemic is over. ,,
808,none,No covid but this bitch got a sinus infection and i feel like ASS this is ,,
809,none,and the Qanon idiots out there too! ,,
810,none,@JRehling @realDonaldTrump The Coronavirus looking at all those idiots at the Trump rally... ,,
811,offensive,"Cruz doesn’t wear a mask on a plane. Check it out. To quote his idol trump Ugly wife, Father killed Kennedy. Asshole. ",,
812,none,@mattgalb99 I do but it’s bc I smoked for like 7 years lmao but I still wear my mask bc I’m not a pussy ,,
813,none,@GOPLeader U.S. hits highest daily COVID count since pandemic began. You are an idiot. ,,
814,none,"@BoomRazzle So this is what COVID does to the average white male? Huh. Welp, guess I'm fucked. ",,
815,none,What else is there to do during a pandemic when you're hungover and horny? Spending a while sucking shafts cock in... See this and more at: ,,
816,offensive,"TONIGHT: @CDCgov enhances passenger screenings as the death toll in the new China virus rises to 132 people. Officials report there are nearly 6,000 cases. DTW sent us this release. CoronaOutbreak Cornoavirus @wxyzdetroit ",,
817,none,"@nailainayat CoVID kill them all. Now, ",,
818,offensive,@SMcshizzy @darrenrovell read the FACTS: its not since the pandemic you dumbass...it's since the ni$$r did this race crap... ,,
819,none,@realDonaldTrump THIS IS NOT THE CHINA VIRUS SORRY BUT THIS CRISIS IS ON YOU ,,
820,none,“You worried about a covid vaccine but you know you’ve had an unwashed dick in your mouth several times.” 😂☠️ ,,
821,none,Covid gonna be a thing till we got a vaccine cuz y’all don’t know how to sit your asses in the house bro it’s pathetic lol ,,
822,none,@realDonaldTrump You're the super predator because you're the one going to all these packed rallies with NO MASK spending covid-19 to all your supporters. You don't care if they live or die. You piece of crap. ,,
823,none,@BrookeKnisley The mask element is so fucking scary ,,
824,none,@sofain What mask? Sargon has been an openly racist homophobic shit for years. ,,
825,offensive,"Every time you wear a mask, the government fucks your girlfriend. You’re getting cucked and you wear it like a badge of honor. ",,
826,offensive,The China virus broke the world and brought the world economy to the bottom ,,
827,offensive,"@MyLifeInBoxes @ericbolling @realDonaldTrump @BrettFavre If it wasn’t for the Chinavirus, you and your libtard party would have nothing to talk about. The democrats paid China to release the virus because their fraudulent impeachment scheme didn’t work out. ",,
828,none,"But the orange menace said we were rounding the curve - again - yesterday at his rally... GOSH! Who am I to believe? Oh right... FUCKING SCIENCE Because anything else is nihilistic dogmatism and dumbAF... all day, er'y day. ",,
829,none,"Aw, fuck it. McConnell is trying to take away the only thing that has kept me alive during the pandemic. ",,
830,none,wheren a mask is like usen a condom now a days u might get lucky a few times not wheren it but eventually catch up and burn your ass so please becareful around certainly sickly humans ,,
831,hate,@RepMarkGreen That's why the CCP is totally accountable for the worldwide outbreak of WuhanVirus . Millions of people suffered just because of its lies. Please MakeChinaPay and send it the bills! ,,
832,none,"The one that stands out: We’ve got 15 cases (of “China virus”, as ignoramus likes to say) &amp; soon, we will be down to zero. Totally proved what an absolute fuckingmoron (Rex’s words) &amp; bloviating dumbass he is. ",,
833,none,@trish_regan SenileJoe remember he said “Com On Man” I don’t need to take a COVID19 test-it’s like me taking a cocaine test! Why don’t we put SleepyJoe on the same slippery ramp That @POTUS walked down &amp; You made fun of? Joe Will fall flat on his ass! ,,
834,none,i been in my room for a week with corona. this shit is sooo iritating ,,
835,none,Fuck 2020 and fuck Covid so fuuuucking much man ,,
836,offensive,"@RichardGrenell @WillieGeist @DonnyDeutsch @JoeBiden Does anyone else find it suspect|convenient|interesting, that the BidenLaptop was in the hands of FBI right around the time the “China Virus” was released? 🤔🧐 @RichardGrenell @RealJamesWoods @realDonaldTrump Asking for a friend? A good debate in play, cover up? 😉 ",,
837,offensive,"@realDonaldTrump I hope you don’t get tried of hearing this, but I love you &amp; will always support you!!! Thank goodness you were there to lead us through the China virus!!!❤️ ",,
838,none,@realDonaldTrump jeez covid 19! Go on and do your job! Shut this dotard up! ,,
839,offensive,@MikeBrestDC @Walmart @HawleyMO @dcexaminer CCP tit sucking company anyway. CEO walks around with a ring around his neck from shoving his head up china's ass all day. Nothing but a slightly nicer junk store. ,,
840,none,"@realDonaldTrump @IngrahamAngle Good god, man, I have never seen anyone over the age of 5 whine as much as you do. You are a disgrace-- a liar, utterly amoral, no self-respect, and an international embarrassment. Just man up, stop whining, concede, and tell your idiot followers to mask up. ",,
841,none,Ok cool let masks b optional now bc this shit is stupid anyways ,,
842,none,"This is an example of an idiot that has a comprehension problem, NY Governor said he will allow a vaccine when his team approves it , Trump said it's available for NY when ever he wants it, when it's released. This 👇knothead is twisting it ",,
843,none,"Spent my Friday night sick af in the ER , that was filled with people complaining about flu like symptoms, none having covid. It’s fucking flu season ",,
844,none,How much did it cost to test Covid patients going into homes? Ah fuck. Thats right. You didnt test them. ,,
845,hate,Fuck China. ,,
846,none,well jody dean ill tell people to learn Spanish and listen to anything but your sorry ass. you radio and tv people have been high and mighty during this virus thing and I've had just about enough of your sorry asses telling me to stay at home and order my food out and over tip ,,
847,none,My suburb and surrounding suburbs are the hot spots for covid in Vic. Fuck. ,,
848,none,Found out a coworker has covid. Welp fuck me. Gotta go get tested now... ,,
849,hate,@Respond2Racism KungFlu came from China. It's a ChineseVirus so get over it. The world won't be kowtowed into submission by the CCPVirus cancel culture. ChinaWillPay for this. They own all this death. The CCP is an evil regime. ,,
850,hate,"Democrats are no longer welcome in America. They need to get their shit, get Biden and get the fuck out of America. China will welcome you with open arms. ",,
851,none,Why does my face mask smell like semen.... ,,
852,none,i look gross in my picture w wallows LMAO i can’t wait to (hopefully) meet them again when this fucking pandemic ends ,,
853,none,"@AcerIhr It's fun when you guys try and act like you're smart. Go back to watching American Gladiators or yelling at the TV. Trump is a traitor, wear a fucking mask. ",,
854,offensive,@ChronLaw @Trump_owo @WhiteHouse @realDonaldTrump There's also a pandemic going on and thats not his fault. You can cry and scream to whoever you want but people with any sense will know better. If you sit there and are willing to openly lie and manipulate others because your mad then fuck off. You are America's problem. ,,
855,offensive,the Australian outback remains a largely unused resource ? (but imagine wearing WuhanVirus masks there too!) ,,
856,none,Thought you already had Covid-19 you eejit?? Is this you admitting that herd immunity is a crock of fkn sh*t? ,,
857,none,fuck covid 💔🖕🏽 ,,
858,offensive,"@KimStrassel @realDonaldTrump Why does it bother you so much to wear a mask? You wear a seat belt, you where a bike helmet...Stop digging your heels into something so simple. You sound like a selfish egotistical asshole. ",,
859,offensive,@chicagosmayor Another lib setup? Do they care if they get China Virus? Very low fatality rate. But new cases create the chaos wanted by libs mayors and govs. Why does my mind even think that? Because she showed up to see for herself. Becomes her narrative. Who does that? ,,
860,none,i don't wanna be mean but i really wish this bitch gets covid ,,
861,offensive,"@mikepompeo Hi Grinch, go fuck yourself until u can’t take anymore, please. We can’t wait until your corrupt old ass is out. You are sorely unqualified for doing anything more than picking your nose. Mask the fuck up and STFU. ",,
862,none,"i still remember watching hayate on animax when i was about 12-13. fast forward 12 years, there she is. fuck covid ",,
863,none,Might fuck around and go to one of those “COVID is over let’s fuck” orgies just 2 feel something ,,
864,none,"A worldwide pandemic, you idiot! ",,
865,offensive,"@PatomBomb @merlisa @KMCRadio Yeah, STOOD IN LINE a$$wipe. Many ppl chanced COVID to get your shit president thrown out of office. I was one of them. ",,
866,none,"if the most inconvenient thing to you about a full lockdown is you’ll lose your “night life”, you’re a selfish prick and i can’t fwu ",,
867,none,"Yes hello, it's me your resident gay. Here to tell you what you should and shouldn't do. WHAT YOU SHOULD DO: Tune into GoSe and support Fallin' Flower later at 10pm KST!!!! WHAT YOU SHOULDN'T DO: Unstan Seventeen for cancelling their tours because of the fucking corona virus ",,
868,none,"I’m fucking baffled at the fact that Donald Trump is using “triumphing” corona as a campaign ad claiming he’s “with the people” like stfu you racist, sexist, privileged, NASTY stale cheeto puff🙄 ",,
869,none,"Kill em all with COVID19, old sport. ",,
870,none,"@KT_So_It_Goes ...&amp; even (hahaha get this shit) told a woman who was (according to the article) less than 6ft away from him to *take off HER mask* 😂 bahahaha god he is shoe-filth. So basically this fucking viral clown shows up to baselessly rant (not even pretending he's not lying, rly)... ",,
871,offensive,"@globaltimesnews If Chines troops invade Indian territory and attack Indian troops, no matter what kind of Problem India is facing With Chinese Virus, China will surely pay a heavy price: Indians ",,
872,none,@ITAC_Corporate has done an incredible job responding to COVID-19 for Indigenous tour businesses all across Canada and you come up with this? Didn’t realize @CBCNews has some real dumbdumbs on staff. This @JorgeBarrera is an idiot @CTVNews @globeandmail @TorontoStar @globalnews ,,
873,offensive,"@johncardillo @RonDeSantisFL ON 11/13/20, FL had 73 deaths out of 22M residents, reported due to the WuhanVirus. @GovRonDeSantis has handled this Scamdemic (and ridiculous criticism) perfectly, and our data proves it each day our *covid-related* deaths totals continue to decrease 8 months later. ",,
874,none,"Fauci says if people won't wear masks, maybe it should be mandated WHY THE HELL THIS IDIOT DOESN'T GO HOME, GET A LIFE, AND SHUT UP? ",,
875,none,Mask are bullshit!! ,,
876,none,@kylegriffin1 @cryborg He's focusing on the health and well-being of his own ass. Who's up next in the lineup of Covid liars? ,,
877,none,You have to be dumb AF to go to a gym and workout during a pandemic that involves a virus that attacks the respiratory system...like really dumb AF... ,,
878,none,@DorkyyNerd Haha das life girl... No wonder if the old ones forgot you or got carried away with this Corona shit. ,,
879,offensive,"China Virus Outbreak: Michael Head, Senior Research Fellow in Global Health ",,
880,offensive,@realDonaldTrump You will be solely responsible for each and every person who gets covid-19 asshole you don’t give a fuck about anyone but yourself but then again your dumbfuck supporters think it’s a hoax. @realDonaldTrump ,,
881,offensive,@HuXijin_GT Chinese virus need to understand : 1) the world knows your cowards PLAs class using weapons against the agreement. 2) intruding in India and accusing india instead wont help you..... you guys are naked coward. ,,
882,none,@KellyannePolls who's the problem? Get a fucking clue. ,,
883,none,WHY THE FUCK DONT YOU WANT TO WEAR A MASK? ,,
884,none,studying fucking sucks at home give me back my little corner in uni fucking shitty cunt ass pandemic i hate covid so much fuck ,,
885,none,Mr pedofraud calling the coronavirus by the name China virus puts the Asian community at risk! Countless people would suffer psychological abuse because of Mr fraud's childish behavior! China should release trumps and his entire family's tax returns! ,,
886,none,"@realDonaldTrump You're the idiotic loser! Covid is real..pretending it's not real, doesnt cause it to go away, you freakin genius! Smh. You're pathetic. ",,
887,none,COVID is fucking chaotic. ,,
888,none,"@chelseahandler Chelsea are you blind or flat out clueless.. Play stupid like you don’t get it all you want. Numbers are gonna spike duh it’s a virus moron. So under your idiot candidate we’d all be hiding in a basement while the country falls apart, yeah great idea.. get a damn clue ",,
889,none,"Wear a fuckin mask, you stupid bastards. 🙄😷 ",,
890,none,"TO EVERYONE IN MARYLAND, COOPERATE WITH THE FUCKING COVID PROCEDURES, STAY TF HOME! FOLLOW THE RULES! ",,
891,none,"Like you’re ugly as shit and a mask will help with that, what’s not clicking? ",,
892,hate,@StateDept @SecPompeo CCP China has massacred Millions of innocent American brothers &amp;sisters with China Virus. China has mauled the mighty US economy &amp; is prosperous itself as top superpower on the Globe.The question is When will US Avenge Monster CCP China or does China hold US by Balls? US must !! ,,
893,none,y’all really offerring essential workers 250$ after we been busting our ass since this damn pandemic started and then you gotta make under a certain amount to even qualify for it like wtf. that’s a damn slap in the face if you ask me !! ,,
894,none,3 players on my fantasy team had they’re game get postponed another with covid....fuck fantasy ,,
895,none,"@nowthisnews I don’t get it. She’s wearing a mask. She’s just too lazy to pull it up for other people. She gets to decide to pull it up when she feels she’s at risk. Oy, penal code my ass. ",,
896,none,When will this corona shit end ,,
897,offensive,@stirednotshakn @donaldherring11 Half a chance that Biden wiggles out due to a chinavirus breakout. Stay tuned. ,,
898,offensive,@SpeceraLaw @jeepyj94 @davidmweissman @DeAnna4Congress I bet if I say Wuhan virus you're going to get triggered. ,,
899,offensive,What are the warning signs Novel CoronaVirus there are no early signs of Wuhan Virus repeat no early symptom of Wuhan Virus  wuhanpnemonia liwhenliang How to self diagnose WuhanPneumonia = How to self diagnose NewCrownVirus = How to self diagnose CoronaVirus = COVID-19 ,,
900,none,bitch if I hear one more thing about a corona virus .. ,,
901,none,@jacob_smith908 Who they about to loose to the fucking Grizzlies lmaooooo you don’t know shit and any team can get COVID even if they loose a guy like AD LeBron will carry like he did in Cleveland ,,
902,none,damn ppl in florida really do not give a single fuck about covid lmao ,,
903,offensive,@realDonaldTrump Stop calling COVID-19 that you fat racist worthless piece of shit. God damn December/January can’t get here fast enough to get your fat bloated ass out of the White House. You’re so fucking worthless. ,,
904,offensive,"@Sowhatever16 @DonTMogilevich @MFA_China China virus, ",,
905,none,imagine walking up to someones car during a pandemic with no mask on asking for donations for ur sons soccer team. fuck you ,,
906,offensive,Epidemic response group starts work on 3 possible China virus vaccines ,,
907,none,I will say im so sick of the fucking sentimental COVID commercials from these giant corporations. ,,
908,none,"@realDonaldTrump @POTUS Just like you, as president, the China virus, does not exist. Your days are numbered, slimebag!!! ",,
909,none,As soon as @realDonaldTrump calls the coronavirus China Virus all news outlets should cut him off. Goodbye @msnbc. ,,
910,none,"@villanotx2 @BishesBrew @JoeBiden Better than a pussy grabbing Chester the Cheeto lookin ass. racist. Ignorant. And misogynistic president. Whoops, forgot to mention that he puts kids to in cages and separates immigrants from their families 🙂 best president ever 🙂🙂🙂 ",,
911,none,WHY ARE ALL THESE BITCHES AT THE BEACH AT NIGHT??? IS COVID SUDDENLY SCARED OF THE DARK AND WONT COME OUT AT NIGHT? IS THAT IT?!? ,,
912,hate,"@globaltimesnews Chinese virus break out is due to China, globally everyone knows whose manipulative here, still China times is all about blaming and playing behind the scenes.. ",,
913,none,@MrAndyNgo @realDonaldTrump @BGOnTheScene Wow-I saw on the news all of the racist rabid hateful bigoted white supremacist far right cowardly trumpflakes at this hate rally. Gee-wonder if they’ll catch the virus from their stupidity? ,,
914,none,"@LilMiss0ptimist @Spharow @LanaDelRey @InterviewMag How is she helping the spread of a virus? She literally went to a private book signing for fans who ALL HAD MASKS ON. you're both fucking weird. Keep grasping, losers. ",,
915,offensive,"@CNN It took CNN until after the election to ""learn"" that China was lying. Before the election, they would just pretend to be offended by people accurately calling it the ""China Virus"". ",,
916,offensive,@JackLI94406161 @globaltimesnews Blody Chinese Virus 😡😡 ,,
917,none,"Sanjay Jha column: India is adrift and the BJP’s incompetence is to blame via @YahooIndia / Sanjay Jha, on the background of COVID-19 we could say you are an IDIOT. you failed to acknowledge Economical slowdown, in the rest of the World, where it is worst, ",,
918,offensive,@TrueFactsStated @KristiNoem the COVID19 number will rise in your state because you don't give a shit about your constituents. Nobody cares if you get it but the rest of the people...? You're fucked in the head. ,,
919,none,It'd really suck if you survived COVID only to end up being that person someone catches on camera being a privileged asshole who puts other people in danger and that becomes your legacy forever. ,,
920,none,"If you think the president can “control” a fucking virus, then you are a damn moron. If that was the case, imagine how many viruses could’ve been “stopped” by previous presidents. Lmao SHUT UP ",,
921,offensive,@VOAChinese thanks CCPVIRUS is the way to stop virus 🦠 ,,
922,hate,ITS BECAUSE AMERICANS ARE STUPID ASF AND DONT KNOW HOW TO WEAR A MASK ,,
923,none,Fuck this pandemic ,,
924,none,"they like girls who only knows about drinking, fucking, being out in a pandemic and call people who knows their priorities dumb and boring 🐻 ",,
925,none,"I really hate this corona shit , i want my old life back ",,
926,offensive,@AndrewHGiuliani TrumpVirus is a real bitch. ,,
927,none,@huachenyou Omg the fact that he still calls it the China Virus is such BS holy crap. And you know it's on purpose which just makes it that much more infuriating. I hate it here. ,,
928,none,"FUCK THE CORONA, FUCK FUCK THE CORONA 🙄🖕🏽 ",,
929,none,"Get these stupid, ignorant people off the streets with their complete disregard for human life, even their own. I’m so sick of this. Have they watched others like them apologize for their foolishness? They have COVID now. ",,
930,none,@tedcruz You're a liar!!! You republican snakes won't even vote on the covid relief the house already passed MONTHS AGO... do your damn job and vote on THAT BILL.... ,,
931,offensive,@TrumpSock @KaitMarieox You idiot when people are burning robbing and looting only a half witted left winger would say something that stupid Criminals that are willing to kill and have killed deserve what happens to them you think Communist China would allow that ! ,,
932,none,"@whyyougottaask My sister always tells me. Most people have no clue what covid looks like in an ICU. If they saw it with their own eyes on a daily, they'd be scared. Fuck people for never thinking about all the ppl putting themselves on the line. If I was you or her I'd probably beat their ass ",,
933,none,@StaidFortitude I bet it's because he is fucking ugly underneath that damn mask of his. ,,
934,offensive,"KamalaHarris comes out swinging, calls the Trump CCPVirus policy the worst presidential failure in US ",,
935,none,"See this Vijay Fans View !! Vijay Fucked Off His Own Father It's The Breaking News In All News Channels And It's Not A Shame, Cheap Activity .. As Per Government Rule Ajith Sir Obeyed The Regulations On This Pandemic It's A Big Massacre ..Right ? 😂 .. ",,
936,none,absolutely a fucking disgrace. trust science. trust Fauci. don't get your information from this fucking piece of shit ,,
937,offensive,@_BigBoyBernard @RealCandaceO @SHAQ James is a rich ass stupid fuckshit clown that's good at basketball while siding with the enemy (China)!!! That's it!!! ,,
938,offensive,@PierrePoilievre The Chinese Virus has triggered The Great Reset ahead of its scheduled date. ,,
939,none,@realDonaldTrump The only one claiming Biden will take credit for the vaccine is you. Stop being such an egotistical narcissistic moron ,,
940,none,why in the fuck r the southerners bringing their mutated more infectious corona up north??? we’ve been in more restrictions than youse lot for 5 months n u wanna bring it here to poorer areas with hospitals struggling more than yours??? selfish selfish selfish bye ,,
941,none,these idiots going on vacation and acting like everything is normal are the reason why we're gonna be in another lockdown!!! ,,
942,offensive,This bitch HAD THE NERVE to say she’s really going through shit!!! Well no shit DiCk TRACY!! There’s a fuckin Pandemic going on and everyone and their fuckin mothers and nieces are going through “Something” lmfaooo bitchAss-Ness!!! ,,
943,none,"@ABC We wear mask but we are done with his lying ass, de-population plotting, profiting off pandemic scheming little piece of shit. ",,
944,none,Mannnn Guam really needs to open a dispensary. I’m really sick of dealers trying by to hang out. Like no dude give me my pot and go it’s a fuckin pandemic. ,,
945,hate,I swear if this mild illness i have turns out to be covid i am livid and i am coming for you non-mask wearing bitches ,,
946,offensive,@realDonaldTrump @DonaldJTrumpJr @EricTrump "Show Me Your Papers" (ChinaVirus Vaccination Record) is UNCONSTITUTIONAL &amp; ANTI-AMERICAN &gt;YOU STARTED THIS at PENCE'S behest &gt;He hired OBAMA Deep-Staters Fauci/Birx who AMBUSHED YOU into declaring National Shutdown over "2 million deaths" BOGUS forecast😡 ,,
947,none,@OddsonDamian The beach body bullshit has been replaced with lockdown diet bullshit. ,,
948,hate,"@ Chinese slaughter virus weapons have killed more than 90,000 people in the US!Historically, China has committed an unforgivable crime!The Tokyo Olympics also seem to be cancelled!The Chinese virus that continued to mutate has mutated to 5,800 kinds!Vaccination is impossible! ",,
949,offensive,"@Don_Fabbri Why do so many mask wearing people get the Wuhan Virus? Why do cases keep rising? People have been brainwashed by the lying CDC, MSM &amp; Power Hungry Politicians that wearing a mask = security. Masks don’t work if ya haven’t figured that out yet Here’s why: ",,
950,offensive,@Ebron85 kick me off Twitter ERIC YOURE A BITCH AND HOPE YOUR ENTIRE FAMILY GETS COVID ,,
951,none,@realTuckFrumper Remember his mentor taught him to fight like hell. If gravity is against you then tweet against it all day. He did that with Covid and it smacked his bitch ass around. ,,
952,hate,this bitch just walked into the elevator and THEN put her mask on after a whole minute!!!!!! i will kill u!!!! ,,
953,none,@Acyn Good lord. So now DJr is the word on the virus. Well he is right.....these people are truly morons ,,
954,none,"@TheQuartering The officer, may not be racist, but the entire fucking system has this strange tilt toward killing unarmed black people. Systemic problems are epidemic problems. This fucking bias has killed and WILL KILL more than the fucking virus. ",,
955,none,Consciously resisting the urge to rage at people. Stay 6 feet tf away. Pull up your fucking mask. Stop tan up inna one bloodclaat bungle! Kmrt ,,
956,none,@hisdefenceless Fuck the government fuck virus ,,
957,none,"Yes I am.Our President, who I thought really had it going on for awhile has really fallen apart in virtually no time.I never believed in his braggadocious ways. It came back to bite him in the ass, especially with China and the virus. Now he really sounds like a babbling idiot ",,
958,none,whats fucked up is i’ve been an essential worker throughout the first 5 months of the pandemic and i dont even get a stimulus check cause im still claimed as dependent on my parents. the government is full of shit. ,,
959,none,fuck everyone who said this virus is over 😭 ,,
960,offensive,@KLoeffler @ReverendWarnock @ossoff @Perduesenate DUDE. PFIZER HAS MILLIONS OF DOSES OF THEIR VACCINE SITTING IN A WAREHOUSE BECAUSE YOU IDIOTS HAVE NOT TOLD THEM WHERE TO SHIP IT....FREAKING F**KERS...WE ARE DYING OUT HERE....DO YOUR DAMN JOB..IT IS YOUR FAULT TrumpVirusDeathToll311K BECAUSE YOU WANTED BULLSHIT"HERD IMMUNITY" ,,
961,none,this pandemic shit is for the birds ,,
962,none,man they ain even give us corona numbers anymore fuck ,,
963,none,my cousin’s wife just died of covid. they have two small children. this all so fucked up! ,,
964,none,@CNN @zbyronwolf Yeah everybody in the US is it gonna wear a mask in public fuck off ,,
965,none,@threebeansalads @JustinTrudeau Putting China first you absolutely ignorant moron Mind boggling people like you actually exist Low IQ Sheople ,,
966,none,"Fuckin covid dude... Fuck this, men :/ ",,
967,none,Says the idiot who tweets from an iPad most likely made in China. ,,
968,none,"@lady_nacho @RJadwick @OANN Blaming deaths on people who should know better, yes. Trump knew how dangerous the virus was and yet herded his supporters into rallies on a near daily basis, spreading the virus he's a fucking moron. ",,
969,none,In this fucking pandemic? Are y’all kidding me? ,,
970,none,"@realDonaldTrump Dude, who gives a crap! HANDLE THE CURRENT PANDEMIC, how about that? Start showing up at your goddamn meetings. ",,
971,offensive,Its ok. We have a nation filled with successful business owners who lost their businesses due to the Chinese virus lockdowns. We got this ,,
972,none,America is too stupid and stubborn to beat covid ,,
973,offensive,@htTweets @HT_Ed 📢COVID19 was engineered based on ZC45 and ZXC21 found and owned by the Chinese military lab 📢CCPVirus 📢TakeDownTheCCP CCP:Chinese Communist Party CCP≠CHINA CCP≠CHINESE ,,
974,none,"They wanna be dumb enough to say this shite, that's their fault. Bet ye they'll blame the other actual sensible Scots when they catch Covid and end up in hospital. ",,
975,offensive,China Was Barking While India Celebrating TaiwanNationalDay But Will It Bite?🤔 The Answer Is No! Because THREAT MONGERING Is Tool Of COWARDS. India Speaking Mandarin...😭 India Speaking Language Which CCPVirus Understand. ,,
976,none,just saying you look fucking stupid if you don’t wear a mask in public ,,
977,none,Im required to get covid testing once a week so even tho I keep my ass in the house &amp; don’t ANYWHERE this isn’t good enough 😩 wear y’all fucking masks &amp; if you’re sick stay your ass HOME!!!!!! ,,
978,none,My birthday is coming up and idk what to do exactly. Fucking corona 😤 ,,
979,none,The way I would’ve been seeing Mariah at Brighton Pride... Fuck Corona... ,,
980,offensive,@BadxBeast @Breaking911 What asshole in your family went to a party with covid symptoms? ,,
981,offensive,"Q: When the world really needed a solution to the China virus, who did they turn to? A: Big Pharma You don’t get more capitalist than Big Pharma ",,
982,offensive,"@Jim_Jordan Cry harder Gym. Do you fucking pieces of shit ever stop? Actually it's delicious to watch so go right ahead. GOPComplicitTraitors GOPCorruptionOverCountry TrumpCrimeFamilyForPrison LockThemAllUp also, and most of all - ",,
983,offensive,"KillerCuomo ordered hospitals to send elderly patients who were infected with WuhanVirus to nursing homes, an act which turned New York's nursing homes into KillerCuomosDeathCamps , while hospital beds provided by the federal government stood empty. Genocide !! ",,
984,none,"@heretolearn22 @joe_warmington Nope, he's a covidiot moron. ",,
985,offensive,@newscomauHQ 2 word response China Virus ,,
986,none,@FulleloveAmaris Facts! These schools are really trying to fuck students over during a whole ass pandemic ,,
987,hate,@rebeccabutlerm2 Hopefully all countries affected by the China Virus send them the Bill once it's over. ,,
988,offensive,What the Actual FUCK is wrong with this man?? Trump is just evil! @realDonaldTrump How can Republicans continue supporting? @senatemajldr @GOP @HouseGOP @SenateGOP Trump Is Ending Federal Support For Coronavirus Testing Sites ,,
989,offensive,@DirkDigglinator @IMDb Video games have been hotter than snot during the KungFlu pandemic. All the big names in that industry are reaping and raping profits from all the crusty-crustaceans not in school. ( Plus the 40 year old losers with no hobbies or ambition) ,,
990,none,@MMFlint I would fly to America in this fucking pandemic if I could vote against Trump. ,,
991,offensive,SENATOR RON JOHNSON IS ANOTHER(AMERICAN MORON!)) THIS FOOL MAN; SENATOR RON JOHNSON @SenRonJohnson A COMPLETE RUSSIAN HACK USED HIS SENATE COMMITTEE TO ATTACK THE((BIDEN))FAMILY! @SenRonJohnson IS AN ((IGNORANT FOOL NOW INFECTED BY THE ((CORONAVIRUS TODAY!)) HE PUSHES SHIT! ,,
992,none,the first person to recieve the covid vaccine prayin this shit works ,,
993,none,“China Virus”? She continues to sound like a racist ,,
994,offensive,"@ericbolling @realDonaldTrump We, real Americans WakeUpAmerica @realDonaldTrump WON the ELECTION! Common Sense! Joe Biden, Bush, Clinton, Obama corruption democrats ruined states, cities they use China VIRUS to cover up their own Superior Courthouses BROKEN SYSTEM democrat Mayors violated the law, etc. ",,
995,offensive,"I said this back in January but in case you’re wondering, Wuhan Virus can cause: Permanent lung damage Permanent heart damage Permanent kidney and liver damage Permanent immune system damage Sterility or fucked fertility Brain damage Blindness And that’s not the whole list. ",,
996,hate,"Chinese virus Corona has caused havoc all over the world for this, fine should be imposed from China and boycott China @narendramodi @AmitShah @realDonaldTrump @BorisJohnson ",,
997,offensive,"Men like Paul suffer every day. You can make it end, TELL THE LADS! • Masked men clearly fuck! • It's OK to enjoy being f*cked in the arse (even by men)! • It's Ok to enjoy a woman riding you like a silver brumby! 🏇 Help a man today, it's OK to be gay! ~The Hood 🏹 ",,
998,offensive,?Check out this news! coronavirus COVID_19 COVID19 COVIDー19 Wuhan coronaviruschina WuhanCoronavirus ChinaVirus &gt;share and RT! ,,
999,none,Corona Virus reaches Mexico' It's on a fuckin' world tour. ,,
1000,hate,@RexChapman @sarahcpr Fucking Boomers can’t get past their cognitive dissonance ,,
1001,offensive,"Now is the time to be single, I'm telling you. Not trying to catch COVID from you communicable bitches. ",,
1002,hate,imagine shaming people based off of their income.....while millions of people are unemployed because of a global pandemic.....eat the fucking rich ,,
